player_id,opponent,match_date,games_won,games_lost,game_diff,aces,double_faults,match_win,tourney_name,tourney_level,surface,round
wta_399,wta_44,2025-01-02,18,19,-1,,,0,ASB Classic,WTA250,Hard,2nd Round
wta_293,wta_174,2025-01-02,12,8,4,,,1,ASB Classic,WTA250,Hard,Quarterfinals
wta_174,wta_293,2025-01-02,8,12,-4,,,0,ASB Classic,WTA250,Hard,Quarterfinals
wta_16,wta_44,2025-01-03,18,10,8,,,1,ASB Classic,WTA250,Hard,Quarterfinals
wta_44,wta_16,2025-01-03,10,18,-8,,,0,ASB Classic,WTA250,Hard,Quarterfinals
wta_15,wta_17,2025-01-03,13,10,3,,,1,ASB Classic,WTA250,Hard,Quarterfinals
wta_17,wta_15,2025-01-03,10,13,-3,,,0,ASB Classic,WTA250,Hard,Quarterfinals
wta_76,wta_96,2025-01-03,12,5,7,,,1,ASB Classic,WTA250,Hard,Quarterfinals
wta_96,wta_76,2025-01-03,5,12,-7,,,0,ASB Classic,WTA250,Hard,Quarterfinals
wta_15,wta_293,2025-01-04,12,7,5,,,1,ASB Classic,WTA250,Hard,Semifinals
wta_293,wta_15,2025-01-04,7,12,-5,,,0,ASB Classic,WTA250,Hard,Semifinals
wta_16,wta_76,2025-01-04,12,6,6,,,1,ASB Classic,WTA250,Hard,Semifinals
wta_76,wta_16,2025-01-04,6,12,-6,,,0,ASB Classic,WTA250,Hard,Semifinals
wta_15,wta_16,2025-01-05,4,6,-2,,,1,ASB Classic,WTA250,Hard,The Final
wta_16,wta_15,2025-01-05,6,4,2,,,0,ASB Classic,WTA250,Hard,The Final
wta_109,wta_91,2024-12-29,12,6,6,,,1,Brisbane International,WTA500,Hard,1st Round
wta_91,wta_109,2024-12-29,6,12,-6,,,0,Brisbane International,WTA500,Hard,1st Round
wta_100,wta_90,2024-12-29,13,12,1,,,1,Brisbane International,WTA500,Hard,1st Round
wta_90,wta_100,2024-12-29,12,13,-1,,,0,Brisbane International,WTA500,Hard,1st Round
wta_29,wta_123,2024-12-29,12,7,5,,,1,Brisbane International,WTA500,Hard,1st Round
wta_123,wta_29,2024-12-29,7,12,-5,,,0,Brisbane International,WTA500,Hard,1st Round
wta_87,wta_153,2024-12-29,12,3,9,,,1,Brisbane International,WTA500,Hard,1st Round
wta_153,wta_87,2024-12-29,3,12,-9,,,0,Brisbane International,WTA500,Hard,1st Round
wta_178,wta_102,2024-12-29,13,10,3,,,1,Brisbane International,WTA500,Hard,1st Round
wta_102,wta_178,2024-12-29,10,13,-3,,,0,Brisbane International,WTA500,Hard,1st Round
wta_82,wta_41,2024-12-29,13,7,6,,,1,Brisbane International,WTA500,Hard,1st Round
wta_41,wta_82,2024-12-29,7,13,-6,,,0,Brisbane International,WTA500,Hard,1st Round
wta_39,wta_111,2024-12-29,16,15,1,,,1,Brisbane International,WTA500,Hard,1st Round
wta_111,wta_39,2024-12-29,15,16,-1,,,0,Brisbane International,WTA500,Hard,1st Round
wta_31,wta_50,2024-12-29,12,8,4,,,1,Brisbane International,WTA500,Hard,1st Round
wta_50,wta_31,2024-12-29,8,12,-4,,,0,Brisbane International,WTA500,Hard,1st Round
wta_94,wta_130,2024-12-30,16,13,3,,,1,Brisbane International,WTA500,Hard,1st Round
wta_130,wta_94,2024-12-30,13,16,-3,,,0,Brisbane International,WTA500,Hard,1st Round
wta_59,wta_49,2024-12-30,12,5,7,,,1,Brisbane International,WTA500,Hard,1st Round
wta_49,wta_59,2024-12-30,5,12,-7,,,0,Brisbane International,WTA500,Hard,1st Round
wta_191,wta_355,2024-12-30,8,4,4,,,1,Brisbane International,WTA500,Hard,1st Round
wta_355,wta_191,2024-12-30,4,8,-4,,,0,Brisbane International,WTA500,Hard,1st Round
wta_144,wta_223,2024-12-30,12,4,8,,,1,Brisbane International,WTA500,Hard,1st Round
wta_223,wta_144,2024-12-30,4,12,-8,,,0,Brisbane International,WTA500,Hard,1st Round
wta_180,wta_62,2024-12-30,13,8,5,,,1,Brisbane International,WTA500,Hard,1st Round
wta_62,wta_180,2024-12-30,8,13,-5,,,0,Brisbane International,WTA500,Hard,1st Round
wta_122,wta_134,2024-12-30,12,6,6,,,1,Brisbane International,WTA500,Hard,1st Round
wta_134,wta_122,2024-12-30,6,12,-6,,,0,Brisbane International,WTA500,Hard,1st Round
wta_178,wta_70,2024-12-31,13,11,2,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_70,wta_178,2024-12-31,11,13,-2,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_77,wta_31,2024-12-31,13,7,6,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_31,wta_77,2024-12-31,7,13,-6,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_100,wta_24,2024-12-31,12,6,6,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_24,wta_100,2024-12-31,6,12,-6,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_1,wta_87,2024-12-31,12,4,8,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_87,wta_1,2024-12-31,4,12,-8,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_7,wta_82,2024-12-31,12,8,4,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_82,wta_7,2024-12-31,8,12,-4,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_39,wta_27,2024-12-31,13,10,3,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_27,wta_39,2024-12-31,10,13,-3,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_258,wta_11,2024-12-31,12,5,7,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_11,wta_258,2024-12-31,5,12,-7,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_191,wta_21,2024-12-31,16,10,6,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_21,wta_191,2024-12-31,10,16,-6,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_94,wta_19,2025-01-01,14,10,4,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_19,wta_94,2025-01-01,10,14,-4,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_144,wta_18,2025-01-01,18,12,6,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_18,wta_144,2025-01-01,12,18,-6,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_61,wta_59,2025-01-01,18,17,1,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_59,wta_61,2025-01-01,17,18,-1,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_75,wta_43,2025-01-01,13,9,4,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_43,wta_75,2025-01-01,9,13,-4,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_109,wta_55,2025-01-01,13,8,5,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_55,wta_109,2025-01-01,8,13,-5,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_122,wta_26,2025-01-01,12,7,5,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_26,wta_122,2025-01-01,7,12,-5,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_150,wta_29,2025-01-01,18,13,5,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_29,wta_150,2025-01-01,13,18,-5,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_14,wta_180,2025-01-01,12,5,7,,,1,Brisbane International,WTA500,Hard,2nd Round
wta_180,wta_14,2025-01-01,5,12,-7,,,0,Brisbane International,WTA500,Hard,2nd Round
wta_94,wta_75,2025-01-02,13,8,5,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_75,wta_94,2025-01-02,8,13,-5,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_100,wta_109,2025-01-02,13,5,8,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_109,wta_100,2025-01-02,5,13,-8,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_144,wta_61,2025-01-02,14,13,1,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_61,wta_144,2025-01-02,13,14,-1,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_191,wta_122,2025-01-02,12,5,7,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_122,wta_191,2025-01-02,5,12,-7,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_7,wta_14,2025-01-02,12,3,9,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_14,wta_7,2025-01-02,3,12,-9,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_258,wta_178,2025-01-02,13,14,-1,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_178,wta_258,2025-01-02,14,13,1,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_39,wta_150,2025-01-02,12,8,4,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_150,wta_39,2025-01-02,8,12,-4,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_1,wta_77,2025-01-02,13,10,3,,,1,Brisbane International,WTA500,Hard,3rd Round
wta_77,wta_1,2025-01-02,10,13,-3,,,0,Brisbane International,WTA500,Hard,3rd Round
wta_191,wta_94,2025-01-03,17,12,5,,,1,Brisbane International,WTA500,Hard,Quarterfinals
wta_94,wta_191,2025-01-03,12,17,-5,,,0,Brisbane International,WTA500,Hard,Quarterfinals
wta_7,wta_258,2025-01-03,13,10,3,,,1,Brisbane International,WTA500,Hard,Quarterfinals
wta_258,wta_7,2025-01-03,10,13,-3,,,0,Brisbane International,WTA500,Hard,Quarterfinals
wta_144,wta_100,2025-01-03,13,9,4,,,1,Brisbane International,WTA500,Hard,Quarterfinals
wta_100,wta_144,2025-01-03,9,13,-4,,,0,Brisbane International,WTA500,Hard,Quarterfinals
wta_1,wta_39,2025-01-03,12,7,5,,,1,Brisbane International,WTA500,Hard,Quarterfinals
wta_39,wta_1,2025-01-03,7,12,-5,,,0,Brisbane International,WTA500,Hard,Quarterfinals
wta_144,wta_191,2025-01-04,12,7,5,,,1,Brisbane International,WTA500,Hard,Semifinals
wta_191,wta_144,2025-01-04,7,12,-5,,,0,Brisbane International,WTA500,Hard,Semifinals
wta_1,wta_7,2025-01-04,12,5,7,,,1,Brisbane International,WTA500,Hard,Semifinals
wta_7,wta_1,2025-01-04,5,12,-7,,,0,Brisbane International,WTA500,Hard,Semifinals
wta_1,wta_144,2025-01-05,16,11,5,,,1,Brisbane International,WTA500,Hard,The Final
wta_144,wta_1,2025-01-05,11,16,-5,,,0,Brisbane International,WTA500,Hard,The Final
wta_77,wta_99,2025-01-06,12,5,7,,,1,Adelaide International,WTA500,Hard,1st Round
wta_99,wta_77,2025-01-06,5,12,-7,,,0,Adelaide International,WTA500,Hard,1st Round
wta_152,wta_223,2025-01-06,12,4,8,,,1,Adelaide International,WTA500,Hard,1st Round
wta_223,wta_152,2025-01-06,4,12,-8,,,0,Adelaide International,WTA500,Hard,1st Round
wta_11,wta_28,2025-01-06,15,12,3,,,1,Adelaide International,WTA500,Hard,1st Round
wta_28,wta_11,2025-01-06,12,15,-3,,,0,Adelaide International,WTA500,Hard,1st Round
wta_61,wta_179,2025-01-06,12,5,7,,,1,Adelaide International,WTA500,Hard,1st Round
wta_179,wta_61,2025-01-06,5,12,-7,,,0,Adelaide International,WTA500,Hard,1st Round
wta_37,wta_110,2025-01-06,18,13,5,,,1,Adelaide International,WTA500,Hard,1st Round
wta_110,wta_37,2025-01-06,13,18,-5,,,0,Adelaide International,WTA500,Hard,1st Round
wta_70,wta_59,2025-01-06,19,15,4,,,1,Adelaide International,WTA500,Hard,1st Round
wta_59,wta_70,2025-01-06,15,19,-4,,,0,Adelaide International,WTA500,Hard,1st Round
wta_33,wta_14,2025-01-07,12,6,6,,,1,Adelaide International,WTA500,Hard,1st Round
wta_14,wta_33,2025-01-07,6,12,-6,,,0,Adelaide International,WTA500,Hard,1st Round
wta_18,wta_39,2025-01-07,13,11,2,,,1,Adelaide International,WTA500,Hard,1st Round
wta_39,wta_18,2025-01-07,11,13,-2,,,0,Adelaide International,WTA500,Hard,1st Round
wta_27,wta_55,2025-01-07,16,8,8,,,1,Adelaide International,WTA500,Hard,1st Round
wta_55,wta_27,2025-01-07,8,16,-8,,,0,Adelaide International,WTA500,Hard,1st Round
wta_21,wta_46,2025-01-07,12,9,3,,,1,Adelaide International,WTA500,Hard,1st Round
wta_46,wta_21,2025-01-07,9,12,-3,,,0,Adelaide International,WTA500,Hard,1st Round
wta_100,wta_26,2025-01-07,16,10,6,,,1,Adelaide International,WTA500,Hard,1st Round
wta_26,wta_100,2025-01-07,10,16,-6,,,0,Adelaide International,WTA500,Hard,1st Round
wta_12,wta_24,2025-01-07,7,2,5,,,1,Adelaide International,WTA500,Hard,1st Round
wta_24,wta_12,2025-01-07,2,7,-5,,,0,Adelaide International,WTA500,Hard,1st Round
wta_258,wta_78,2025-01-07,13,8,5,,,1,Adelaide International,WTA500,Hard,1st Round
wta_78,wta_258,2025-01-07,8,13,-5,,,0,Adelaide International,WTA500,Hard,1st Round
wta_19,wta_11,2025-01-08,13,10,3,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_11,wta_19,2025-01-08,10,13,-3,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_5,wta_33,2025-01-08,12,5,7,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_33,wta_5,2025-01-08,5,12,-7,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_18,wta_12,2025-01-08,17,16,1,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_12,wta_18,2025-01-08,16,17,-1,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_100,wta_70,2025-01-08,19,15,4,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_70,wta_100,2025-01-08,15,19,-4,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_21,wta_37,2025-01-08,5,7,-2,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_37,wta_21,2025-01-08,7,5,2,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_17,wta_27,2025-01-08,15,13,2,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_27,wta_17,2025-01-08,13,15,-2,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_77,wta_258,2025-01-08,12,6,6,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_258,wta_77,2025-01-08,6,12,-6,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_61,wta_152,2025-01-08,13,8,5,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_152,wta_61,2025-01-08,8,13,-5,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_18,wta_19,2025-01-09,12,8,4,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_19,wta_18,2025-01-09,8,12,-4,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_5,wta_100,2025-01-09,8,4,4,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_100,wta_5,2025-01-09,4,8,-4,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_17,wta_61,2025-01-09,12,4,8,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_61,wta_17,2025-01-09,4,12,-8,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_77,wta_21,2025-01-09,19,17,2,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_21,wta_77,2025-01-09,17,19,-2,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_17,wta_18,2025-01-10,15,12,3,,,1,Adelaide International,WTA500,Hard,Semifinals
wta_18,wta_17,2025-01-10,12,15,-3,,,0,Adelaide International,WTA500,Hard,Semifinals
wta_5,wta_77,2025-01-10,13,9,4,,,1,Adelaide International,WTA500,Hard,Semifinals
wta_77,wta_5,2025-01-10,9,13,-4,,,0,Adelaide International,WTA500,Hard,Semifinals
wta_17,wta_5,2025-01-11,16,10,6,,,1,Adelaide International,WTA500,Hard,The Final
wta_5,wta_17,2025-01-11,10,16,-6,,,0,Adelaide International,WTA500,Hard,The Final
wta_31,wta_102,2025-01-06,13,8,5,,,1,Hobart International,WTA250,Hard,1st Round
wta_102,wta_31,2025-01-06,8,13,-5,,,0,Hobart International,WTA250,Hard,1st Round
wta_178,wta_223,2025-01-06,13,8,5,,,1,Hobart International,WTA250,Hard,1st Round
wta_223,wta_178,2025-01-06,8,13,-5,,,0,Hobart International,WTA250,Hard,1st Round
wta_65,wta_108,2025-01-06,13,9,4,,,1,Hobart International,WTA250,Hard,1st Round
wta_108,wta_65,2025-01-06,9,13,-4,,,0,Hobart International,WTA250,Hard,1st Round
wta_129,wta_153,2025-01-06,13,8,5,,,1,Hobart International,WTA250,Hard,1st Round
wta_153,wta_129,2025-01-06,8,13,-5,,,0,Hobart International,WTA250,Hard,1st Round
wta_49,wta_40,2025-01-06,13,5,8,,,1,Hobart International,WTA250,Hard,1st Round
wta_40,wta_49,2025-01-06,5,13,-8,,,0,Hobart International,WTA250,Hard,1st Round
wta_82,wta_174,2025-01-07,13,9,4,,,1,Hobart International,WTA250,Hard,1st Round
wta_174,wta_82,2025-01-07,9,13,-4,,,0,Hobart International,WTA250,Hard,1st Round
wta_43,wta_96,2025-01-07,14,11,3,,,1,Hobart International,WTA250,Hard,1st Round
wta_96,wta_43,2025-01-07,11,14,-3,,,0,Hobart International,WTA250,Hard,1st Round
wta_32,wta_98,2025-01-07,16,12,4,,,1,Hobart International,WTA250,Hard,1st Round
wta_98,wta_32,2025-01-07,12,16,-4,,,0,Hobart International,WTA250,Hard,1st Round
wta_29,wta_89,2025-01-07,12,5,7,,,1,Hobart International,WTA250,Hard,1st Round
wta_89,wta_29,2025-01-07,5,12,-7,,,0,Hobart International,WTA250,Hard,1st Round
wta_50,wta_60,2025-01-07,15,13,2,,,1,Hobart International,WTA250,Hard,1st Round
wta_60,wta_50,2025-01-07,13,15,-2,,,0,Hobart International,WTA250,Hard,1st Round
wta_87,wta_138,2025-01-07,12,7,5,,,1,Hobart International,WTA250,Hard,1st Round
wta_138,wta_87,2025-01-07,7,12,-5,,,0,Hobart International,WTA250,Hard,1st Round
wta_6,wta_222,2025-01-07,12,6,6,,,1,Hobart International,WTA250,Hard,1st Round
wta_222,wta_6,2025-01-07,6,12,-6,,,0,Hobart International,WTA250,Hard,1st Round
wta_32,wta_82,2025-01-08,15,10,5,,,1,Hobart International,WTA250,Hard,2nd Round
wta_82,wta_32,2025-01-08,10,15,-5,,,0,Hobart International,WTA250,Hard,2nd Round
wta_31,wta_155,2025-01-08,12,4,8,,,1,Hobart International,WTA250,Hard,2nd Round
wta_155,wta_31,2025-01-08,4,12,-8,,,0,Hobart International,WTA250,Hard,2nd Round
wta_29,wta_50,2025-01-08,12,2,10,,,1,Hobart International,WTA250,Hard,2nd Round
wta_50,wta_29,2025-01-08,2,12,-10,,,0,Hobart International,WTA250,Hard,2nd Round
wta_178,wta_129,2025-01-08,12,4,8,,,1,Hobart International,WTA250,Hard,2nd Round
wta_129,wta_178,2025-01-08,4,12,-8,,,0,Hobart International,WTA250,Hard,2nd Round
wta_43,wta_36,2025-01-08,14,13,1,,,1,Hobart International,WTA250,Hard,2nd Round
wta_36,wta_43,2025-01-08,13,14,-1,,,0,Hobart International,WTA250,Hard,2nd Round
wta_6,wta_65,2025-01-08,12,7,5,,,1,Hobart International,WTA250,Hard,2nd Round
wta_65,wta_6,2025-01-08,7,12,-5,,,0,Hobart International,WTA250,Hard,2nd Round
wta_22,wta_87,2025-01-08,12,7,5,,,1,Hobart International,WTA250,Hard,2nd Round
wta_87,wta_22,2025-01-08,7,12,-5,,,0,Hobart International,WTA250,Hard,2nd Round
wta_31,wta_43,2025-01-09,13,9,4,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_43,wta_31,2025-01-09,9,13,-4,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_178,wta_6,2025-01-09,0,0,0,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_6,wta_178,2025-01-09,0,0,0,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_29,wta_32,2025-01-09,12,4,8,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_32,wta_29,2025-01-09,4,12,-8,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_22,wta_49,2025-01-09,12,9,3,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_49,wta_22,2025-01-09,9,12,-3,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_31,wta_178,2025-01-10,16,13,3,,,1,Hobart International,WTA250,Hard,Semifinals
wta_178,wta_31,2025-01-10,13,16,-3,,,0,Hobart International,WTA250,Hard,Semifinals
wta_22,wta_29,2025-01-10,12,5,7,,,1,Hobart International,WTA250,Hard,Semifinals
wta_29,wta_22,2025-01-10,5,12,-7,,,0,Hobart International,WTA250,Hard,Semifinals
wta_31,wta_22,2025-01-11,15,10,5,,,1,Hobart International,WTA250,Hard,The Final
wta_22,wta_31,2025-01-11,10,15,-5,,,0,Hobart International,WTA250,Hard,The Final
wta_7,wta_39,2025-01-12,12,6,6,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_39,wta_7,2025-01-12,6,12,-6,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_28,wta_101,2025-01-12,13,9,4,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_101,wta_28,2025-01-12,9,13,-4,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_109,wta_112,2025-01-12,14,11,3,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_112,wta_109,2025-01-12,11,14,-3,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_54,wta_174,2025-01-12,13,10,3,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_174,wta_54,2025-01-12,10,13,-3,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_23,wta_180,2025-01-12,13,7,6,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_180,wta_23,2025-01-12,7,13,-6,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_99,wta_107,2025-01-12,12,8,4,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_107,wta_99,2025-01-12,8,12,-4,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_70,wta_223,2025-01-12,13,9,4,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_223,wta_70,2025-01-12,9,13,-4,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_15,wta_14,2025-01-12,17,14,3,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_14,wta_15,2025-01-12,14,17,-3,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_62,wta_215,2025-01-12,12,5,7,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_215,wta_62,2025-01-12,5,12,-7,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_82,wta_222,2025-01-12,14,15,-1,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_222,wta_82,2025-01-12,15,14,1,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_399,wta_115,2025-01-13,12,6,6,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_115,wta_399,2025-01-13,6,12,-6,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_52,wta_44,2025-01-13,17,15,2,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_44,wta_52,2025-01-13,15,17,-2,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_18,wta_91,2025-01-13,12,6,6,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_91,wta_18,2025-01-13,6,12,-6,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_89,wta_134,2025-01-13,12,8,4,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_134,wta_89,2025-01-13,8,12,-4,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_111,wta_84,2025-01-13,16,13,3,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_84,wta_111,2025-01-13,13,16,-3,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_102,wta_96,2025-01-13,15,10,5,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_96,wta_102,2025-01-13,10,15,-5,,,0,Australian Open,Grand Slam,Hard,1st Round
