player_id,opponent,game_date,games_won,games_lost,game_diff,total_games,aces,double_faults,match_win,tourney_name,tourney_level,surface,round
wta_258,wta_77,2025-01-08,6,12,-6,18,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_61,wta_152,2025-01-08,13,8,5,21,,,1,Adelaide International,WTA500,Hard,2nd Round
wta_152,wta_61,2025-01-08,8,13,-5,21,,,0,Adelaide International,WTA500,Hard,2nd Round
wta_18,wta_19,2025-01-09,12,8,4,20,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_19,wta_18,2025-01-09,8,12,-4,20,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_5,wta_100,2025-01-09,8,4,4,12,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_100,wta_5,2025-01-09,4,8,-4,12,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_17,wta_61,2025-01-09,12,4,8,16,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_61,wta_17,2025-01-09,4,12,-8,16,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_77,wta_21,2025-01-09,19,17,2,36,,,1,Adelaide International,WTA500,Hard,Quarterfinals
wta_21,wta_77,2025-01-09,17,19,-2,36,,,0,Adelaide International,WTA500,Hard,Quarterfinals
wta_17,wta_18,2025-01-10,15,12,3,27,,,1,Adelaide International,WTA500,Hard,Semifinals
wta_18,wta_17,2025-01-10,12,15,-3,27,,,0,Adelaide International,WTA500,Hard,Semifinals
wta_5,wta_77,2025-01-10,13,9,4,22,,,1,Adelaide International,WTA500,Hard,Semifinals
wta_77,wta_5,2025-01-10,9,13,-4,22,,,0,Adelaide International,WTA500,Hard,Semifinals
wta_17,wta_5,2025-01-11,16,10,6,26,,,1,Adelaide International,WTA500,Hard,The Final
wta_5,wta_17,2025-01-11,10,16,-6,26,,,0,Adelaide International,WTA500,Hard,The Final
wta_31,wta_102,2025-01-06,13,8,5,21,,,1,Hobart International,WTA250,Hard,1st Round
wta_102,wta_31,2025-01-06,8,13,-5,21,,,0,Hobart International,WTA250,Hard,1st Round
wta_178,wta_223,2025-01-06,13,8,5,21,,,1,Hobart International,WTA250,Hard,1st Round
wta_223,wta_178,2025-01-06,8,13,-5,21,,,0,Hobart International,WTA250,Hard,1st Round
wta_65,wta_108,2025-01-06,13,9,4,22,,,1,Hobart International,WTA250,Hard,1st Round
wta_108,wta_65,2025-01-06,9,13,-4,22,,,0,Hobart International,WTA250,Hard,1st Round
wta_129,wta_153,2025-01-06,13,8,5,21,,,1,Hobart International,WTA250,Hard,1st Round
wta_153,wta_129,2025-01-06,8,13,-5,21,,,0,Hobart International,WTA250,Hard,1st Round
wta_49,wta_40,2025-01-06,13,5,8,18,,,1,Hobart International,WTA250,Hard,1st Round
wta_40,wta_49,2025-01-06,5,13,-8,18,,,0,Hobart International,WTA250,Hard,1st Round
wta_82,wta_174,2025-01-07,13,9,4,22,,,1,Hobart International,WTA250,Hard,1st Round
wta_174,wta_82,2025-01-07,9,13,-4,22,,,0,Hobart International,WTA250,Hard,1st Round
wta_43,wta_96,2025-01-07,14,11,3,25,,,1,Hobart International,WTA250,Hard,1st Round
wta_96,wta_43,2025-01-07,11,14,-3,25,,,0,Hobart International,WTA250,Hard,1st Round
wta_32,wta_98,2025-01-07,16,12,4,28,,,1,Hobart International,WTA250,Hard,1st Round
wta_98,wta_32,2025-01-07,12,16,-4,28,,,0,Hobart International,WTA250,Hard,1st Round
wta_29,wta_89,2025-01-07,12,5,7,17,,,1,Hobart International,WTA250,Hard,1st Round
wta_89,wta_29,2025-01-07,5,12,-7,17,,,0,Hobart International,WTA250,Hard,1st Round
wta_50,wta_60,2025-01-07,15,13,2,28,,,1,Hobart International,WTA250,Hard,1st Round
wta_60,wta_50,2025-01-07,13,15,-2,28,,,0,Hobart International,WTA250,Hard,1st Round
wta_87,wta_138,2025-01-07,12,7,5,19,,,1,Hobart International,WTA250,Hard,1st Round
wta_138,wta_87,2025-01-07,7,12,-5,19,,,0,Hobart International,WTA250,Hard,1st Round
wta_6,wta_222,2025-01-07,12,6,6,18,,,1,Hobart International,WTA250,Hard,1st Round
wta_222,wta_6,2025-01-07,6,12,-6,18,,,0,Hobart International,WTA250,Hard,1st Round
wta_32,wta_82,2025-01-08,15,10,5,25,,,1,Hobart International,WTA250,Hard,2nd Round
wta_82,wta_32,2025-01-08,10,15,-5,25,,,0,Hobart International,WTA250,Hard,2nd Round
wta_31,wta_155,2025-01-08,12,4,8,16,,,1,Hobart International,WTA250,Hard,2nd Round
wta_155,wta_31,2025-01-08,4,12,-8,16,,,0,Hobart International,WTA250,Hard,2nd Round
wta_29,wta_50,2025-01-08,12,2,10,14,,,1,Hobart International,WTA250,Hard,2nd Round
wta_50,wta_29,2025-01-08,2,12,-10,14,,,0,Hobart International,WTA250,Hard,2nd Round
wta_178,wta_129,2025-01-08,12,4,8,16,,,1,Hobart International,WTA250,Hard,2nd Round
wta_129,wta_178,2025-01-08,4,12,-8,16,,,0,Hobart International,WTA250,Hard,2nd Round
wta_43,wta_36,2025-01-08,14,13,1,27,,,1,Hobart International,WTA250,Hard,2nd Round
wta_36,wta_43,2025-01-08,13,14,-1,27,,,0,Hobart International,WTA250,Hard,2nd Round
wta_6,wta_65,2025-01-08,12,7,5,19,,,1,Hobart International,WTA250,Hard,2nd Round
wta_65,wta_6,2025-01-08,7,12,-5,19,,,0,Hobart International,WTA250,Hard,2nd Round
wta_22,wta_87,2025-01-08,12,7,5,19,,,1,Hobart International,WTA250,Hard,2nd Round
wta_87,wta_22,2025-01-08,7,12,-5,19,,,0,Hobart International,WTA250,Hard,2nd Round
wta_31,wta_43,2025-01-09,13,9,4,22,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_43,wta_31,2025-01-09,9,13,-4,22,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_178,wta_6,2025-01-09,0,0,0,0,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_6,wta_178,2025-01-09,0,0,0,0,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_29,wta_32,2025-01-09,12,4,8,16,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_32,wta_29,2025-01-09,4,12,-8,16,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_22,wta_49,2025-01-09,12,9,3,21,,,1,Hobart International,WTA250,Hard,Quarterfinals
wta_49,wta_22,2025-01-09,9,12,-3,21,,,0,Hobart International,WTA250,Hard,Quarterfinals
wta_31,wta_178,2025-01-10,16,13,3,29,,,1,Hobart International,WTA250,Hard,Semifinals
wta_178,wta_31,2025-01-10,13,16,-3,29,,,0,Hobart International,WTA250,Hard,Semifinals
wta_22,wta_29,2025-01-10,12,5,7,17,,,1,Hobart International,WTA250,Hard,Semifinals
wta_29,wta_22,2025-01-10,5,12,-7,17,,,0,Hobart International,WTA250,Hard,Semifinals
wta_31,wta_22,2025-01-11,15,10,5,25,,,1,Hobart International,WTA250,Hard,The Final
wta_22,wta_31,2025-01-11,10,15,-5,25,,,0,Hobart International,WTA250,Hard,The Final
wta_7,wta_39,2025-01-12,12,6,6,18,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_39,wta_7,2025-01-12,6,12,-6,18,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_28,wta_101,2025-01-12,13,9,4,22,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_101,wta_28,2025-01-12,9,13,-4,22,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_109,wta_112,2025-01-12,14,11,3,25,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_112,wta_109,2025-01-12,11,14,-3,25,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_54,wta_174,2025-01-12,13,10,3,23,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_174,wta_54,2025-01-12,10,13,-3,23,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_23,wta_180,2025-01-12,13,7,6,20,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_180,wta_23,2025-01-12,7,13,-6,20,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_99,wta_107,2025-01-12,12,8,4,20,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_107,wta_99,2025-01-12,8,12,-4,20,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_70,wta_223,2025-01-12,13,9,4,22,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_223,wta_70,2025-01-12,9,13,-4,22,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_15,wta_14,2025-01-12,17,14,3,31,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_14,wta_15,2025-01-12,14,17,-3,31,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_62,wta_215,2025-01-12,12,5,7,17,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_215,wta_62,2025-01-12,5,12,-7,17,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_82,wta_222,2025-01-12,14,15,-1,29,,,1,Australian Open,Grand Slam,Hard,1st Round
wta_222,wta_82,2025-01-12,15,14,1,29,,,0,Australian Open,Grand Slam,Hard,1st Round
wta_399,wta_115,2025-01-13,12,6,6,18,,,1,Australian Open,Grand Slam,Hard,1st Round
