player_id,canonical_name,display_name,variants,full_name
wta_98,semenistaja d.,D. Semenistaja,,Darja Semenistaja
wta_99,blinkova a.,A. Blinkova,,Anna Blinkova
wta_100,erjavec v.,V. Erjavec,,Veronika Erjavec
wta_101,jones f.,F. Jones,,Francesca Jones
wta_102,sherif m.,M. Sherif,,Mayar Sherif
wta_103,krueger a.,A. Krueger,,Ashlyn Krueger
wta_104,juvan k.,K. Juvan,,Kaja Juvan
wta_105,sun l.,L. Sun,,Lulu Sun
wta_106,arango e.,E. Arango,,Emiliana Arango
wta_107,kasintseva v.,V. Kasintseva,,Victoria Jimenez Kasintseva
wta_108,tagger l.,L. Tagger,,Lilli Tagger
wta_109,korpatsch t.,T. Korpatsch,,Tamara Korpatsch
wta_110,danilovic o.,O. Danilovic,,Olga Danilovic
wta_111,sasnovich a.,A. Sasnovich,,Aliaksandra Sasnovich
wta_112,tararudee l.,L. Tararudee,,Lanlana Tararudee
wta_113,badosa p.,P. Badosa,,Paula Badosa
wta_114,pavlyuchenkova a.,A. Pavlyuchenkova,,Anastasia Pavlyuchenkova
wta_115,vekic d.,D. Vekic,,Donna Vekic
wta_116,vidmanova d.,D. Vidmanova,,Darja Vidmanova
wta_117,lamens s.,S. Lamens,,Suzan Lamens
wta_118,kraus s.,S. Kraus,,Sinja Kraus
wta_119,kalinina a.,A. Kalinina,,Anhelina Kalinina
wta_120,collins d.,D. Collins,,Danielle Collins
wta_121,yuan y.,Y. Yuan,,Yue Yuan
wta_122,sramkova r.,R. Sramkova,,Rebecca Sramkova
wta_123,korneeva a.,A. Korneeva,,Alina Korneeva
wta_124,jeanjean l.,L. Jeanjean,,Leolia Jeanjean
wta_125,masarova r.,R. Masarova,,Rebeka Masarova
wta_126,salkova d.,D. Salkova,,Dominika Salkova
wta_127,zidansek t.,T. Zidansek,,Tamara Zidansek
wta_128,stakusic m.,M. Stakusic,,Marina Stakusic
wta_129,charaeva a.,A. Charaeva,,Alina Charaeva
wta_130,quevedo k.,K. Quevedo,,Kaitlin Quevedo
wta_131,rajaonah t.,T. Rajaonah,,Tiantsoa Sarah Rakotomanga Rajaonah
wta_132,kawa k.,K. Kawa,,Katarzyna Kawa
wta_133,chwalinska m.,M. Chwalinska,,Maja Chwalinska
wta_134,costoulas s.,S. Costoulas,,Sofia Costoulas
wta_135,dolehide c.,C. Dolehide,,Caroline Dolehide
wta_136,jones e.,E. Jones,,Emerson Jones
wta_137,zhu l.,L. Zhu,,Lin Zhu
wta_138,hon p.,P. Hon,,Priscilla Hon
wta_139,sakatsume h.,H. Sakatsume,,Himeno Sakatsume
wta_140,andreescu b.,B. Andreescu,,Bianca Andreescu
wta_141,rus a.,A. Rus,,Arantxa Rus
wta_142,inglis m.,M. Inglis,,Maddison Inglis
wta_143,kalieva e.,E. Kalieva,,Elvina Kalieva
wta_144,fruhvirtova l.,L. Fruhvirtova,,Linda Fruhvirtova
wta_145,garland j.,J. Garland,,Joanna Garland
wta_146,radivojevic l.,L. Radivojevic,,Lola Radivojevic
wta_147,garcia a.,A. Garcia,,Andrea Lazaro Garcia
wta_148,stefanini l.,L. Stefanini,,Lucrezia Stefanini
wta_149,minnen g.,G. Minnen,,Greet Minnen
wta_150,brancaccio n.,N. Brancaccio,,Nuria Brancaccio
wta_151,gormaz l.,L. Gormaz,,Leyre Romero Gormaz
wta_152,preston t.,T. Preston,,Taylah Preston
wta_153,timofeeva m.,M. Timofeeva,,Maria Timofeeva
wta_154,klimovicova l.,L. Klimovicova,,Linda Klimovicova
wta_155,lepchenko v.,V. Lepchenko,,Varvara Lepchenko
wta_156,kudermetova p.,P. Kudermetova,,Polina Kudermetova
wta_157,prozorova t.,T. Prozorova,,Tatiana Prozorova
wta_158,koevermans a.,A. Koevermans,,Anouk Koevermans
wta_159,kostovic t.,T. Kostovic,,Teodora Kostovic
wta_160,iatcenko p.,P. Iatcenko,,Polina Iatcenko
wta_161,bronzetti l.,L. Bronzetti,,Lucia Bronzetti
wta_162,day k.,K. Day,,Kayla Day
wta_163,papamichail d.,D. Papamichail,,Despina Papamichail
wta_164,gorgodze e.,E. Gorgodze,,Ekaterine Gorgodze
wta_165,ma y.,Y. Ma,,Ye Xin Ma
wta_166,shymanovich i.,I. Shymanovich,,Iryna Shymanovich
wta_167,lee c.,C. Lee,,Carol Young Suh Lee
wta_168,ponchet j.,J. Ponchet,,Jessika Ponchet
wta_169,tomova v.,V. Tomova,,Viktoriya Tomova
wta_170,hibino n.,N. Hibino,,Nao Hibino
wta_171,monnet c.,C. Monnet,,Carole Monnet
wta_172,samson l.,L. Samson,,Laura Samson
wta_173,stoiana m.,M. Stoiana,,Mary Stoiana
wta_174,mandlik e.,E. Mandlik,,Elizabeth Mandlik
wta_175,guo h.,H. Guo,,Hanyu Guo
wta_176,osuigwe w.,W. Osuigwe,,Whitney Osuigwe
wta_177,carle m.,M. Carle,,Maria Lourdes Carle
wta_178,reales g.,G. Reales,,Guiomar Maristany Zuleta De Reales
wta_179,wang x.,X. Wang,,Xiyu Wang
wta_180,begu i.,I. Begu,,Irina Camelia Begu
wta_181,dart h.,H. Dart,,Harriet Dart
wta_182,gasanova a.,A. Gasanova,,Anastasia Gasanova
wta_183,gadecki o.,O. Gadecki,,Olivia Gadecki
wta_184,barthel m.,M. Barthel,,Mona Barthel
wta_185,jorge f.,F. Jorge,,Francisca Jorge
wta_186,riera j.,J. Riera,,Julia Riera
wta_187,pigato l.,L. Pigato,,Lisa Pigato
wta_188,sevastova a.,A. Sevastova,,Anastasija Sevastova
wta_189,chirico l.,L. Chirico,,Louisa Chirico
wta_190,sawangkaew m.,M. Sawangkaew,,Mananchaya Sawangkaew
wta_191,teichmann j.,J. Teichmann,,Jil Teichmann
wta_192,brace c.,C. Brace,,Cadence Brace
wta_193,akugue n.,N. Akugue,,Noma Noha Akugue
wta_194,crawley f.,F. Crawley,,Fiona Crawley
wta_195,friedsam a.,A. Friedsam,,Anna Lena Friedsam
wta_196,hunter s.,S. Hunter,,Storm Hunter
wta_197,rame a.,A. Rame,,Alice Rame
wta_198,ku y.,Y. Ku,,Yeon Woo Ku
wta_199,cross k.,K. Cross,,Kayla Cross
wta_200,gjorcheska l.,L. Gjorcheska,,Lina Gjorcheska
wta_201,sharma a.,A. Sharma,,Astra Sharma
wta_202,tan h.,H. Tan,,Harmony Tan
wta_203,ribera m.,M. Ribera,,Marina Bassols Ribera
wta_204,azarenka v.,V. Azarenka,,Victoria Azarenka
wta_205,podrez v.,V. Podrez,,Veronika Podrez
wta_206,ortenzi j.,J. Ortenzi,,Jazmin Ortenzi
wta_207,naef c.,C. Naef,,Celine Naef
wta_208,ambrosio s.,S. Ambrosio,,Silvia Ambrosio
wta_209,pridankina e.,E. Pridankina,,Elena Pridankina
wta_210,bulgaru m.,M. Bulgaru,,Miriam Bianca Bulgaru
wta_211,escorihuela i.,I. Escorihuela,,Irene Burillo Escorihuela
wta_212,pigossi l.,L. Pigossi,,Laura Pigossi
wta_213,bolsova a.,A. Bolsova,,Aliona Bolsova
wta_214,siskova a.,A. Siskova,,Anna Siskova
wta_215,hruncakova v.,V. Hruncakova,,Viktoria Hruncakova
wta_216,ferro f.,F. Ferro,,Fiona Ferro
wta_217,giovannini l.,L. Giovannini,,Luisina Giovannini
wta_218,havlickova l.,L. Havlickova,,Lucie Havlickova
wta_219,ito a.,A. Ito,,Aoi Ito
wta_220,hontama m.,M. Hontama,,Mai Hontama
wta_221,deichmann k.,K. Deichmann,,Kathinka Von Deichmann
wta_222,bandecchi s.,S. Bandecchi,,Susan Bandecchi
wta_223,liu c.,C. Liu,,Claire Liu
wta_224,knutson g.,G. Knutson,,Gabriela Andrea Knutson
wta_225,wurth t.,T. Wurth,,Tara Wurth
wta_226,rosatello c.,C. Rosatello,,Camilla Rosatello
wta_227,fett j.,J. Fett,,Jana Fett
wta_228,shibahara e.,E. Shibahara,,Ena Shibahara
wta_229,palicova b.,B. Palicova,,Barbora Palicova
wta_230,sebov k.,K. Sebov,,Katherine Sebov
wta_231,sanchez a.,A. Sanchez,,Ana Sofia Sanchez
wta_232,gao x.,X. Gao,,Xinyu Gao
wta_233,belgraver j.,J. Belgraver,,Julie Belgraver
wta_234,uebelhoer c.,C. Uebelhoer,,Caroline Uebelhoer
wta_235,avdeeva j.,J. Avdeeva,,Julia Avdeeva
wta_236,yaneva e.,E. Yaneva,,Elizara Yaneva
wta_237,paquet c.,C. Paquet,,Chloe Paquet
wta_238,falei a.,A. Falei,,Aliona Falei
wta_239,alvarez e.,E. Alvarez,,Eva Guerrero Alvarez
wta_240,serban r.,R. Serban,,Raluka Serban
wta_241,pera b.,B. Pera,,Bernarda Pera
wta_242,nahimana s.,S. Nahimana,,Sada Nahimana
wta_243,jorge m.,M. Jorge,,Matilde Jorge
wta_244,persson k.,K. Persson,,Kajsa Rinaldo Persson
wta_245,janicijevic s.,S. Janicijevic,,Selena Janicijevic
wta_246,akli a.,A. Akli,,Ayana Akli
wta_247,you x.,X. You,,Xiaodi You
wta_248,pieri j.,J. Pieri,,Jessica Pieri
wta_249,xu m.,M. Xu,,Mingge Xu
wta_250,alves c.,C. Alves,,Carolina Alves
wta_251,tikhonova a.,A. Tikhonova,,Anastasia Tikhonova
wta_252,boluda a.,A. Boluda,,Angela Fita Boluda
wta_253,inoue h.,H. Inoue,,Hina Inoue
wta_254,mikulskyte j.,J. Mikulskyte,,Justina Mikulskyte
wta_255,tian f.,F. Tian,,Fangran Tian
wta_256,valdmannova v.,V. Valdmannova,,Vendula Valdmannova
wta_257,pliskova k.,K. Pliskova,,Karolina Pliskova
wta_258,vedder e.,E. Vedder,,Eva Vedder
wta_259,marino r.,R. Marino,,Rebecca Marino
wta_260,vandromme j.,J. Vandromme,,Jeline Vandromme
wta_261,zavatska k.,K. Zavatska,,Katarina Zavatska
wta_262,martincova t.,T. Martincova,,Tereza Martincova
wta_263,diaz n.,N. Diaz,,Nuria Parrizas Diaz
wta_264,swan k.,K. Swan,,Katie Swan
wta_265,todoni a.,A. Todoni,,Anca Alexia Todoni
wta_266,ristic m.,M. Ristic,,Mia Ristic
wta_267,ruggeri j.,J. Ruggeri,,Jennifer Ruggeri
wta_268,aksu a.,A. Aksu,,Ayla Aksu
wta_269,pareja j.,J. Pareja,,Julieta Pareja
wta_270,hercog p.,P. Hercog,,Polona Hercog
wta_271,spiteri d.,D. Spiteri,,Dalila Spiteri
wta_272,grant t.,T. Grant,,Tyra Caterina Grant
wta_273,urhobo a.,A. Urhobo,,Akasha Urhobo
wta_274,zolotareva a.,A. Zolotareva,,Anastasia Zolotareva
wta_275,yamaguchi m.,M. Yamaguchi,,Mei Yamaguchi
wta_276,stojsavljevic m.,M. Stojsavljevic,,Mika Stojsavljevic
wta_277,park s.,S. Park,,Sohyun Park
wta_278,brockmann t.,T. Brockmann,,Tessa Johanna Brockmann
wta_279,soboleva a.,A. Soboleva,,Anastasiya Soboleva
wta_280,scott k.,K. Scott,,Katrina Scott
wta_281,ansari c.,C. Ansari,,Carolyn Ansari
wta_282,hobgarski k.,K. Hobgarski,,Katharina Hobgarski
wta_283,kubka m.,M. Kubka,,Martyna Kubka
wta_284,oktiabreva a.,A. Oktiabreva,,Alisa Oktiabreva
wta_285,shubladze a.,A. Shubladze,,Alexandra Shubladze
wta_286,rogers a.,A. Rogers,,Anna Sinclair Rogers
wta_287,saito s.,S. Saito,,Sara Saito
wta_288,karatancheva l.,L. Karatancheva,,Lia Karatancheva
wta_289,watson h.,H. Watson,,Heather Watson
wta_290,cabrera l.,L. Cabrera,,Lizette Cabrera
wta_291,branstine c.,C. Branstine,,Carson Branstine
wta_292,bertea e.,E. Bertea,,Elena Ruxandra Bertea
wta_293,rodionova a.,A. Rodionova,,Arina Rodionova
wta_294,sonobe w.,W. Sonobe,,Wakana Sonobe
wta_295,miyazaki y.,Y. Miyazaki,,Yuriko Miyazaki
wta_296,toth a.,A. Toth,,Amarissa Kiara Toth
wta_297,olmo a.,A. Olmo,,Ane Mintegi Del Olmo
wta_298,malygina e.,E. Malygina,,Elena Malygina
wta_299,hartono a.,A. Hartono,,Arianne Hartono
wta_300,ibragimova a.,A. Ibragimova,,Alevtina Ibragimova
wta_301,ngounoue c.,C. Ngounoue,,Clervie Ngounoue
wta_302,jokic k.,K. Jokic,,Katarina Jokic
wta_303,kinoshita h.,H. Kinoshita,,Hayu Kinoshita
wta_304,saigo r.,R. Saigo,,Rina Saigo
wta_305,abe h.,H. Abe,,Hiromi Abe
wta_306,diyas z.,Z. Diyas,,Zarina Diyas
wta_307,stefano s.,S. Stefano,,Samira De Stefano
wta_308,leonard m.,M. Leonard,,Manon Leonard
wta_309,struplova j.,J. Struplova,,Julie Struplova
wta_310,morvayova v.,V. Morvayova,,Viktoria Morvayova
wta_311,ma l.,L. Ma,,Lea Ma
wta_312,yang y.,Y. Yang,,Yidi Yang
wta_313,hietaranta l.,L. Hietaranta,,Laura Hietaranta
wta_314,okamura k.,K. Okamura,,Kyoka Okamura
wta_315,shaikh h.,H. Shaikh,,Hibah Shaikh
wta_316,peeters a.,A. Peeters,,Anouck Vrancken Peeters
wta_317,wolff v.,V. Wolff,,Vivian Wolff
wta_318,boskovic l.,L. Boskovic,,Lea Boskovic
wta_319,ce g.,G. Ce,,Gabriela Ce
wta_320,kaji h.,H. Kaji,,Haruka Kaji
wta_321,linana a.,A. Linana,,Alicia Herrero Linana
wta_322,pohankova m.,M. Pohankova,,Mia Pohankova
wta_323,monnot a.,A. Monnot,,Amandine Monnot
wta_324,niemeier j.,J. Niemeier,,Jule Niemeier
wta_325,fiquet t.,T. Fiquet,,Tiphanie Fiquet
wta_326,bosio v.,V. Bosio,,Victoria Bosio
wta_327,kuzmova k.,K. Kuzmova,,Katarina Kuzmova
wta_328,khomutsianskaya d.,D. Khomutsianskaya,,Daria Khomutsianskaya
wta_329,reyngold e.,E. Reyngold,,Ekaterina Reyngold
wta_330,andreeva e.,E. Andreeva,,Erika Andreeva
wta_331,rouvroy m.,M. Rouvroy,,Margaux Rouvroy
wta_332,kuramochi m.,M. Kuramochi,,Miho Kuramochi
wta_333,hennemann c.,C. Hennemann,,Caijsa Wilda Hennemann
wta_334,giavara h.,H. Giavara,,Haley Giavara
wta_335,tona m.,M. Tona,,Miriana Tona
wta_336,jamrichova r.,R. Jamrichova,,Renata Jamrichova
wta_337,astakhova d.,D. Astakhova,,Darya Astakhova
wta_338,lee e.,E. Lee,,Eunhye Lee
wta_339,zvonareva v.,V. Zvonareva,,Vera Zvonareva
wta_340,smith t.,T. Smith,,Tina Nadine Smith
wta_341,pedone g.,G. Pedone,,Georgia Pedone
wta_342,back d.,D. Back,,Dayeon Back
wta_343,matoula m.,M. Matoula,,Martha Matoula
wta_344,bennemann e.,E. Bennemann,,Eva Bennemann
wta_345,jabeur o.,O. Jabeur,,Ons Jabeur
wta_346,liang e.,E. Liang,,En Shuo Liang
wta_347,shi h.,H. Shi,,Han Shi
wta_348,curmi f.,F. Curmi,,Francesca Curmi
wta_349,lee g.,G. Lee,,Gabriela Lee
wta_350,geerlings a.,A. Geerlings,,Ariana Geerlings
wta_351,andrianjafitrimo t.,T. Andrianjafitrimo,,Tessah Andrianjafitrimo
wta_352,brengle m.,M. Brengle,,Madison Brengle
wta_353,wang y.,Y. Wang,,Yafan Wang
wta_354,kabbaj y.,Y. Kabbaj,,Yasmine Kabbaj
wta_355,ekstrand m.,M. Ekstrand,,Monika Ekstrand
wta_356,granwehr a.,A. Granwehr,,Alina Granwehr
wta_357,pace f.,F. Pace,,Francesca Pace
wta_358,chang h.,H. Chang,,Hanna Chang
wta_359,banks a.,A. Banks,,Amarni Banks
wta_360,cirez c.,C. Cirez,,Carlota Martinez Cirez
wta_361,schunk n.,N. Schunk,,Nastasja Schunk
wta_362,taborda m.,M. Taborda,,Martina Capurro Taborda
wta_363,sidorova k.,K. Sidorova,,Kristiana Sidorova
wta_364,pavlova k.,K. Pavlova,,Kira Pavlova
wta_365,micic e.,E. Micic,,Elena Micic
wta_366,senic n.,N. Senic,,Natalija Senic
wta_367,samir s.,S. Samir,,Sandra Samir
wta_368,montgomery r.,R. Montgomery,,Robin Montgomery
wta_369,bai z.,Z. Bai,,Zhuoxuan Bai
wta_370,shimizu e.,E. Shimizu,,Eri Shimizu
wta_371,pieri t.,T. Pieri,,Tatiana Pieri
wta_372,voloshchuk a.,A. Voloshchuk,,Angelina Voloshchuk
wta_373,alarcon l.,L. Alarcon,,Lucciana Perez Alarcon
wta_374,lansere s.,S. Lansere,,Sofya Lansere
wta_375,dudeney a.,A. Dudeney,,Alicia Dudeney
wta_376,tubello a.,A. Tubello,,Alice Tubello
wta_377,cherubini d.,D. Cherubini,,Diletta Cherubini
wta_378,cayetano e.,E. Cayetano,,Eryn Cayetano
wta_379,jakupovic d.,D. Jakupovic,,Dalila Jakupovic
wta_380,bains n.,N. Bains,,Naiktha Bains
wta_381,wei s.,S. Wei,,Sijia Wei
wta_382,sakellaridi s.,S. Sakellaridi,,Sapfo Sakellaridi
wta_383,ewald w.,W. Ewald,,Weronika Ewald
wta_384,glushkova d.,D. Glushkova,,Denislava Glushkova
wta_385,yamalapalli s.,S. Yamalapalli,,Sahaja Yamalapalli
wta_386,hosogi s.,S. Hosogi,,Sakura Hosogi
wta_387,buyukakcay c.,C. Buyukakcay,,Cagla Buyukakcay
wta_388,avanesyan e.,E. Avanesyan,,Elina Avanesyan
wta_389,mansouri y.,Y. Mansouri,,Yasmine Mansouri
wta_390,topalova g.,G. Topalova,,Gergana Topalova
wta_391,adkar v.,V. Adkar,,Vaishnavi Adkar
wta_392,adrover c.,C. Adrover,,Cristina Diaz Adrover
wta_393,imamura s.,S. Imamura,,Saki Imamura
wta_394,okalova m.,M. Okalova,,Martina Okalova
wta_395,zheng w.,W. Zheng,,Wushuang Zheng
wta_396,blokhina a.,A. Blokhina,,Alexis Blokhina
wta_397,zantedeschi a.,A. Zantedeschi,,Aurora Zantedeschi
wta_398,ryser v.,V. Ryser,,Valentina Ryser
wta_399,colmegna m.,M. Colmegna,,Martina Colmegna
wta_400,rodriguez v.,V. Rodriguez,,Victoria Rodriguez
wta_401,hu v.,V. Hu,,Victoria Hu
wta_402,gimbrere j.,J. Gimbrere,,Jasmijn Gimbrere
wta_403,stojanovic n.,N. Stojanovic,,Nina Stojanovic
wta_404,aziz l.,L. Aziz,,Lamis Alhussein Abdel Aziz
wta_405,shinikova i.,I. Shinikova,,Isabella Shinikova
wta_406,paganetti v.,V. Paganetti,,Vittoria Paganetti
wta_407,zhao c.,C. Zhao,,Carol Zhao
wta_408,smith a.,A. Smith,,Alana Smith
wta_409,foon a.,A. Foon,,Astrid Lew Yan Foon
wta_410,rivera a.,A. Rivera,,Antonia Vergara Rivera
wta_411,kazionova e.,E. Kazionova,,Ekaterina Kazionova
wta_412,pawlikowska z.,Z. Pawlikowska,,Zuzanna Pawlikowska
wta_413,ren y.,Y. Ren,,Yufei Ren
wta_414,hodzic m.,M. Hodzic,,Mina Hodzic
wta_415,matsuda m.,M. Matsuda,,Misaki Matsuda
wta_416,duerst j.,J. Duerst,,Jenny Duerst
wta_417,tig p.,P. Tig,,Patricia Maria Tig
wta_418,urgesi f.,F. Urgesi,,Federica Urgesi
wta_419,nugroho p.,P. Nugroho,,Priska Madelyn Nugroho
wta_420,hesse a.,A. Hesse,,Amandine Hesse
wta_421,yao x.,X. Yao,,Xinxin Yao
wta_422,kulambayeva z.,Z. Kulambayeva,,Zhibek Kulambayeva
wta_423,gonzalez m.,M. Gonzalez,,Mell Elizabeth Reasco Gonzalez
wta_424,kladivova a.,A. Kladivova,,Aneta Kladivova
wta_425,prisacariu a.,A. Prisacariu,,Andreea Prisacariu
wta_426,bektas e.,E. Bektas,,Emina Bektas
wta_427,huergo n.,N. Huergo,,Nicole Fossa Huergo
wta_428,subasic a.,A. Subasic,,Alana Subasic
wta_429,shimizu a.,A. Shimizu,,Ayano Shimizu
wta_430,kobori m.,M. Kobori,,Momoko Kobori
wta_431,lukas t.,T. Lukas,,Tena Lukas
wta_432,rajecki a.,A. Rajecki,,Amelia Rajecki
wta_433,lu j.,J. Lu,,Jia Jing Lu
wta_434,shapatava s.,S. Shapatava,,Sofia Shapatava
wta_435,yamazaki i.,I. Yamazaki,,Ikumi Yamazaki
wta_436,kawaguchi n.,N. Kawaguchi,,Natsumi Kawaguchi
wta_437,allen v.,V. Allen,,Victoria Allen
wta_438,cheapchandej p.,P. Cheapchandej,,Patcharin Cheapchandej
wta_439,labrana f.,F. Labrana,,Fernanda Labrana
wta_440,albon y.,Y. Albon,,Ylena In Albon
wta_441,basiletti n.,N. Basiletti,,Noemi Basiletti
wta_442,chanta a.,A. Chanta,,Aunchisa Chanta
wta_443,zaar l.,L. Zaar,,Lisa Zaar
wta_444,liutova k.,K. Liutova,,Kristina Liutova
wta_445,dmitruk k.,K. Dmitruk,,Kristina Dmitruk
wta_446,martynov d.,D. Martynov,,Diana Martynov
wta_447,koike e.,E. Koike,,Ena Koike
wta_448,pedretti t.,T. Pedretti,,Thaisa Grana Pedretti
wta_449,wang j.,J. Wang,,Jiaqi Wang
wta_450,bagaric l.,L. Bagaric,,Lucija Ciric Bagaric
wta_451,jeong b.,B. Jeong,,Boyoung Jeong
wta_452,aiava d.,D. Aiava,,Destanee Aiava
wta_453,arseneault a.,A. Arseneault,,Ariana Arseneault
wta_454,berecoechea n.,N. Berecoechea,,Nahia Berecoechea
wta_455,chaudhari v.,V. Chaudhari,,Vaidehi Chaudhari
wta_456,zolotareva r.,R. Zolotareva,,Rada Zolotareva
wta_457,okutoyi a.,A. Okutoyi,,Angella Okutoyi
wta_458,strakhova v.,V. Strakhova,,Valeriya Strakhova
wta_459,abbagnato a.,A. Abbagnato,,Anastasia Abbagnato
wta_460,mcdonald e.,E. Mcdonald,,Ella Mcdonald
wta_461,zelnickova r.,R. Zelnickova,,Radka Zelnickova
wta_462,pree b.,B. Pree,,Britt Du Pree
